total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,1.0,0.0,277.05,317.48,321.84,1.0,0.6667,7,2291.110634803772,0.04373,0.2,pass,pass,pass
